sales_channel,route,avg_stay_flight_ratio,avg_baggage_flight_ratio,avg_seat_flight_ratio,avg_meals_flight_ratio
Mobile,BDOPER,1.5124555160142348,0.08896797153024912,0.08896797153024912,0.04448398576512456
Internet,BDOPUS,7.051558236334913,0.14361625734597158,0.04308487709320696,0.04308487709320696
Internet,BDOPVG,3.330206378986867,0.1407129455909944,0.023452157598499064,0.023452157598499064
Internet,BDOSYD,3.5477855477855456,0.08857808857808852,0.04195804195804193,0.06993006993006988
Mobile,BDOSYD,5.477855477855478,0.09712509708624709,0.07770007762237763,0.07770007762237763
Internet,BDOTPE,3.80085653104925,0.10706638115631689,0,0.053533190578158446
Internet,BDOXIY,5.9333333332,0.06666666660000001,0.06666666660000001,0
Internet,BKICKG,2.346445824637682,0.10351966873706006,0,0
Mobile,BKICKG,2.587991718426501,0.10351966873706003,0,0.10351966873706003
Internet,BKICTS,0.9348631092272203,0.08195228546712803,0.06677593633217993,0.04249377762399078
Internet,BKICTU,2.2018765131355935,0.11349878919491525,0.03783292966101695,0.0453995156779661
Mobile,BKICTU,2.203389830508475,0.08474576271186442,0.08474576271186442,0.04237288135593221
Internet,BKIHND,1.5191545574636696,0.08723611070013193,0.04611051558784668,0.05234166644649924
Mobile,BKIHND,0.7824408088507268,0.050807844649933966,0.04064627569352709,0.04064627569352709
Internet,BKIICN,1.1064361524169213,0.1051865676737163,0.037171193051359616,0.05377959848942613
Internet,BKIKIX,1.2448979591428573,0.10204081628571428,0.058084772285714285,0.061224489714285714
Internet,BKIKTM,3.5438596490526315,0.17543859642105264,0.035087719157894735,0.07017543852631579
Mobile,BKIMEL,2.9161947904869754,0.06795016987542467,0.06228765571913929,0.05662514156285389
Internet,BKIMEL,2.863614301812007,0.07878280554926394,0.04150165651189131,0.050646089241223144
Internet,BKIMRU,3.0997304582210243,0.1347708894878706,0,0
Internet,BKIOOL,3.2696452707814223,0.08524214858437135,0.05479852400905994,0.0645404839184597
Mobile,BKIOOL,1.717629293997735,0.03775009433748584,0.01887504711211778,0.03775009433748584
Internet,BKIPEK,0.9943490545171337,0.10142722585669779,0.052524813395638616,0.045280011526479744
Mobile,BKIPEK,1.129283489096573,0.0908618898753894,0.03894080996884735,0.03894080996884735
Mobile,BKIPER,2.292233619395018,0.11513502188612099,0.06280092099644129,0.03140046049822064
Internet,BKIPER,2.5619995551601407,0.1139902135231316,0.06533585409252665,0.07506672597864764
Internet,BKIPUS,1.0811016576619281,0.10468413933649297,0.034260263665086915,0.07803726745655613
Mobile,BKIPUS,1.184834123222749,0.07898894154818327,0.07898894154818327,0.052659294312796215
Internet,BKIPVG,1.1545677585365854,0.1298888727954972,0.03608024240150094,0.007216048405253285
Internet,BKISYD,2.871626365501163,0.07301935011655006,0.04914763939393935,0.06038138566433562
Mobile,BKISYD,2.1416083916083917,0.05827505827505827,0.029137529137529136,0.05827505827505827
Internet,BKIXIY,1.6,0.15,0.0375,0.0875
Internet,BLRICN,1.5861027190332326,0.10070493444108762,0.0251762335347432,0.0755287009063444
Internet,BLRMEL,5.787089467723663,0.10475651189127963,0.055209513023782505,0.07785956964892404
Mobile,BLRMEL,3.491883729671574,0.09437523590033975,0.03775009433748584,0.03775009433748584
Internet,BLRPER,7.2647909252669,0.1334519572953736,0.04170373665480425,0.08618772241992878
Mobile,BLRPER,9.181494661921707,0.17793594306049823,0.17793594306049823,0.17793594306049823
Internet,BLRSYD,5.103668261538454,0.08465218986013974,0.04784688986013979,0.0650226965034964
Mobile,BLRSYD,3.4223352404428904,0.09535918624708625,0.07416825594405595,0.1059546513986014
Internet,BOMMEL,4.4026047565118915,0.08493771234428087,0.014156285390713477,0.056625141562853906
Mobile,BOMMEL,2.887882219705549,0.11325028312570781,0,0.056625141562853906
Internet,BOMOOL,2.7180067950169877,0.056625141562853906,0.056625141562853906,0.056625141562853906
Internet,BOMPER,5.3558718861209975,0.17793594306049826,0.10676156583629895,0.14234875444839862
Mobile,BOMSYD,2.564102564102564,0.11655011655011654,0,0
Internet,BOMSYD,6.704406704312351,0.07770007762237759,0.0333000332167832,0.06105006095571094
Internet,BTJJED,1.7894736842105263,0.10526315789473684,0,0.10526315789473684
Internet,BTUICN,2.271255934290029,0.09710832960725072,0.03776435045317219,0.0647388864048338
Mobile,BTUICN,1.7371601208459215,0.1510574018126888,0.0755287009063444,0
Internet,BTUPER,3.980681240391457,0.111845449822064,0.055922724911032,0.06609049306049819
Mobile,BTUPER,2.5234551923487554,0.1294079585409253,0.08087997402135234,0.04852798434163703
Internet,BTUSYD,6.72105672097902,0.11655011655011654,0.07770007762237763,0.11655011655011654
Internet,BTUWUH,5.458089668615984,0.19493177387914232,0,0
Internet,BWNCKG,3.998000999378882,0.20703933747412007,0.007139287370600414,0.007139287370600414
Mobile,BWNCKG,4.3478260869565215,0,0.20703933747412007,0.20703933747412007
Internet,BWNDEL,8.369565217391308,0.16908212554347832,0,0.10869565217391308
Internet,BWNHGH,7.021696252465483,0.15779092702169625,0,0.03944773175542406
Internet,BWNIKA,1.7791411042944785,0.06134969325153374,0,0.06134969325153374
Internet,BWNKTM,10.155388471157895,0.19047619031578947,0.04010025052631579,0.08020050105263157
Mobile,BWNKTM,7.578947368421052,0.21052631578947367,0.10526315789473684,0.15789473684210525
Internet,BWNMEL,10.60022650056625,0.06795016987542468,0.022650056625141565,0.04530011325028313
Internet,BWNOOL,2.5594563986409966,0.07550018867497169,0.05285013204983013,0.03775009433748584
Internet,BWNPER,5.395787246263343,0.12984514750889675,0.06732711352313166,0.08175435213523129
Mobile,BWNPER,2.0166073546263346,0.08896797153024912,0.05931198096085409,0.05931198096085409
Internet,BWNSYD,1.013986013986014,0.023310023310023312,0.046620046620046623,0.046620046620046623
Internet,BWNTPE,3.1146583608137077,0.1459996104925055,0.06813315160599578,0.10219972740899368
Mobile,BWNTPE,1.980728051391863,0.10706638115631692,0.10706638115631692,0.10706638115631692
Internet,CANDEL,3.6835748791666667,0.15096618351449276,0.06038647336956522,0.12077294673913044
Mobile,CANDEL,1.6304347826086958,0.12077294673913044,0,0.06038647336956522
Mobile,CANIKA,4.171779141104294,0.12269938650306748,0.12269938650306748,0.12269938650306748
Internet,CANIKA,1.3496932515337423,0.12269938650306748,0,0
Internet,CANMEL,5.416317888561719,0.08370673091732726,0.029543552095130227,0.06401102955832387
Mobile,CANMEL,5.549263873159683,0,0,0
Internet,CANMRU,0.9122952518867924,0.06220194892183288,0.031100974393530992,0.07256894043126684
Internet,CANOOL,3.522083805209513,0.10192525481313704,0.022650056625141565,0.09060022650056626
Mobile,CANOOL,1.9252548131370328,0,0,0
Internet,CANPER,4.770523990569393,0.12578230444839852,0.05215363843416367,0.06749294377224196
Mobile,CANPER,6.783807829181495,0.13345195729537368,0.13345195729537368,0.1112099644128114
Internet,CANSYD,4.343025395571096,0.09201324988344987,0.03987240827505827,0.06440927482517482
Mobile,CANSYD,1.8981018980186481,0.06660006655011655,0.04995004988344988,0.06660006655011655
Internet,CCUMEL,4.743569001698752,0.09707167123442804,0.04206439082672705,0.0744216146092865
Mobile,CCUMEL,4.813137032842582,0.08493771234428087,0.056625141562853906,0.07078142695356739
Internet,CCUMRU,3.3692722371967654,0.1347708894878706,0,0.1347708894878706
Internet,CCUOOL,4.740891162514154,0.1015347365798414,0.031241457304643245,0.05467255039637596
Mobile,CCUOOL,2.7180067950169877,0.11325028312570781,0,0
Internet,CCUPER,8.792639527758002,0.14755663558718854,0.07377831779359427,0.09547782295373661
Internet,CCUSYD,4.132867132867126,0.08741258741258727,0.053613053613053525,0.07808857808857797
Mobile,CCUSYD,3.8295038294871793,0.0832500832167832,0.04995004988344988,0.09990009988344989
Internet,CCUTPE,3.778813452462528,0.12596044839400433,0.025192089507494655,0.08187429143468954
Mobile,CCUTPE,4.496788008565311,0,0.10706638115631692,0
Internet,CEBMEL,4.325897442582101,0.0908635992072479,0.04345650396375986,0.057942005209512946
Mobile,CEBMEL,4.218573046432616,0.07550018867497169,0.01887504711211778,0.04718761789354473
Mobile,CEBOOL,2.925632314043035,0.09437523590033975,0.03775009433748584,0.03775009433748584
Internet,CEBOOL,4.7364422208380486,0.0788451337485843,0.022936766138165327,0.04874062808607017
Internet,CEBPER,6.094306049822064,0.08896797153024912,0.04448398576512456,0.08896797153024912
Internet,CEBSYD,4.195804195804196,0.09324009324009325,0.046620046620046623,0.03496503496503496
Mobile,CEBSYD,1.8648018648018647,0.05827505827505827,0.05827505827505827,0.05827505827505827
Internet,CGKCKG,3.6438923395445135,0.08281573498964803,0.08281573498964803,0.12422360248447205
Mobile,CGKCKG,4.554865424430642,0.10351966873706003,0,0.20703933747412007
Internet,CGKCTS,0.8948812790080743,0.07954500253748564,0.03977250126874282,0.05170425167243371
Internet,CGKCTU,4.40677966101695,0.15254237288135594,0.06779661016949153,0.08474576271186442
Mobile,CGKCTU,3.093220338983051,0.1271186440677966,0.04237288135593221,0
Internet,CGKDEL,5.137356694746379,0.10004326177536238,0.03785420706521741,0.06489292663043482
Mobile,CGKDEL,5.656199677898551,0,0,0.02012882445652174
Internet,CGKHGH,5.349351503155823,0.11953858106508886,0.02390771617357004,0.041838503353057235
Mobile,CGKHGH,2.642998027613412,0.07889546351084813,0,0
Mobile,CGKHND,2.744279200528404,0.07883410739762226,0.031959773183619575,0.051135637252311794
Internet,CGKHND,1.5456150343461008,0.08039137265521785,0.03393404663143985,0.05372890726552172
Internet,CGKICN,1.662060560271918,0.09312345498489509,0.032614666163142285,0.056217385196375126
Mobile,CGKICN,1.1792222978851958,0.07309229108761325,0.04629178429003018,0.06091024259818728
Internet,CGKIKA,3.0236634530061335,0.0744960560736196,0.017528483680981585,0.05258545128834353
Mobile,CGKIKA,2.29038854797546,0.0408997954601227,0,0.0408997954601227
Internet,CGKJED,1.7799043062105262,0.05741626789473684,0.009569377894736842,0.06698564589473684
Mobile,CGKKIX,1.6439909295714286,0.09297052142857143,0.047619047571428576,0.06802721085714285
Internet,CGKKIX,3.1246753245714283,0.08571428571428572,0.03740259728571428,0.061818181714285714
Internet,CGKKTM,2.8658743631578947,0.14261460084210525,0.0679117147368421,0.0679117147368421
Internet,CGKMEL,3.173911780860696,0.07840404212910518,0.03871804541336346,0.056141165911664674
Mobile,CGKMEL,1.8223000101925249,0.07206836194790484,0.015443220385050957,0.05147740135900338
Internet,CGKMRU,1.2129380053908356,0.08086253369272237,0.05390835579514825,0.1078167115902965
Internet,CGKOOL,2.712344280860703,0.0849377123442809,0.04718761789354475,0.05096262740656854
Mobile,CGKOOL,3.4730086824462063,0.05033345911664779,0.025166729558323896,0.05033345911664779
Internet,CGKPEK,2.7928075640186956,0.08607968504672908,0.013663442056074785,0.038257637850467346
Mobile,CGKPEK,1.1249567323987537,0.05192107990654205,0.03461405327102803,0.06057459314641744
Internet,CGKPER,2.307236061565835,0.11269276387900351,0.05338078291814944,0.06227758007117434
Mobile,CGKPER,2.2241992882562283,0.08896797153024913,0.053380782918149475,0.053380782918149475
Internet,CGKPUS,4.696803985781995,0.10531858862559251,0.044557864454976344,0.09114108625592425
Mobile,CGKPUS,5.213270142180095,0.0947867298578199,0.06319115323854661,0.12638230647709323
Internet,CGKPVG,2.897031232645405,0.1030055547842402,0.023912003752345225,0.04966339249530959
Mobile,CGKPVG,2.2748592870544093,0.09380863039399626,0,0.023452157598499064
Internet,CGKSYD,2.461567967832169,0.07155291958041962,0.03466997132867134,0.05311144545454548
Mobile,CGKSYD,1.8236665294871794,0.05484711363636364,0.02742355675990676,0.047991224358974356
Mobile,CGKTPE,6.020909434261241,0.08817231370449677,0.01259604475374732,0.05038417922912205
Internet,CGKTPE,3.860450082655243,0.13534806659528897,0.046462769164882185,0.07474445460385433
Mobile,CGKWUH,6.042884990253412,0,0,0
Internet,CGKWUH,1.8843404807017543,0.1299545157894737,0.06497725789473685,0.1299545157894737
Internet,CGKXIY,3.6947368419999997,0.1157894736,0,0.10526315779999999
Mobile,CGKXIY,4.8,0.2,0,0.06666666660000001
Internet,CKGCOK,6.418219461697722,0.10351966873706003,0,0.05175983436853002
Mobile,CKGCOK,8.074534161490684,0.20703933747412007,0,0
Mobile,CKGDPS,1.5527950310559009,0.06901311242236026,0.03450655610766046,0.03450655610766046
Internet,CKGDPS,1.501035196687371,0.12077294679089029,0.08626639047619049,0.08626639047619049
Internet,CKGJHB,3.6576949619047623,0.06901311242236025,0,0
Internet,CKGKCH,3.381642512008282,0.17253278115942033,0.06901311242236026,0.06901311242236026
Mobile,CKGKCH,2.691511387163561,0.20703933747412007,0.041407867494824016,0.16563146997929606
Mobile,CKGLOP,4.140786749482402,0.20703933747412007,0,0
Internet,CKGMAA,6.728778467908903,0.20703933747412007,0,0.15527950310559005
Internet,CKGMEL,4.171385428425821,0.09437523590033975,0,0.01887504711211778
Internet,CKGMYY,3.6231884057971016,0.10351966873706003,0.10351966873706003,0
Mobile,CKGMYY,3.9337474120082816,0.20703933747412007,0.20703933747412007,0
Internet,CKGOOL,4.64326160815402,0.08493771234428087,0.028312570781426953,0.08493771234428087
Internet,CKGPEN,3.4989648033126297,0.12422360248447206,0.06211180124223603,0.02070393374741201
Mobile,CKGPEN,5.279503105590062,0,0.10351966873706003,0
Internet,CKGPER,6.450177935943062,0.1112099644128114,0.022241992882562282,0.06672597864768684
Internet,CKGPNH,20.910973084886127,0.20703933747412007,0.06901311242236025,0.20703933747412007
Internet,CKGSBW,6.004140786749482,0.20703933747412007,0.05175983436853002,0.05175983436853002
Internet,CKGSIN,5.175983436853002,0.08281573498964803,0.041407867494824016,0
Internet,CKGSUB,5.548654244306419,0.20703933747412007,0.08281573498964803,0.08281573498964803
Internet,CKGSYD,3.939393939393939,0.11655011655011654,0.023310023310023312,0.06993006993006992
Internet,CKGTGG,5.797101449275362,0.20703933747412007,0,0
Internet,CKGTRZ,10.559006211180126,0.1882175795031056,0,0.15057406356107664
Mobile,CKGTRZ,6.107660455486543,0,0,0.10351966873706003
Internet,CKGTWU,3.416149068322982,0.10351966873706006,0,0
Internet,CMBCTS,2.0761245674740483,0,0,0
Internet,CMBCTU,1.9597457627118644,0.15889830508474578,0,0.05296610169491526
Internet,CMBHGH,2.301117685601578,0.08218277435897436,0,0.06574621952662722
Internet,CMBHND,1.3831688553500665,0.054394280713342166,0.03108244610303832,0.07770611545574639
Internet,CMBICN,2.4129432341389716,0.08745428519637459,0.03577675302114802,0.09142947990936552
Mobile,CMBKIX,1.6875,0.07142857142857142,0.017857142857142856,0.05357142857142857
Internet,CMBKIX,1.4986522910000002,0.07008086242857144,0.048517520142857144,0.07277628028571428
Internet,CMBMEL,3.6430580706681965,0.08532913035107634,0.040968420385051184,0.07228186262740696
Mobile,CMBMEL,3.3609761442808597,0.07671793363533405,0.0511452891279728,0.06210499388448469
Internet,CMBMRU,3.2345013477088953,0.13477088948787064,0.044923629784366585,0.08984725956873317
Internet,CMBOOL,3.0849002741789304,0.07394026738391835,0.03182239354473381,0.06645264541336342
Mobile,CMBOOL,3.057757644394111,0.09060022650056626,0.06795016987542468,0.06795016987542468
Internet,CMBPEK,3.8374398186915912,0.08496176713395645,0.02360049080996886,0.047200981775700965
Internet,CMBPER,5.311387900355869,0.11311642081850527,0.06736146405693945,0.09278088451957288
Mobile,CMBPER,6.13879003558719,0.14827995249110326,0.10379596672597868,0.10379596672597868
Internet,CMBPVG,3.4298780487804867,0.09380863039399621,0.005863039399624763,0.029315196998123818
Mobile,CMBPVG,4.377736084990619,0,0,0
Internet,CMBSYD,3.164664792540806,0.08053961538461574,0.05072446923076945,0.07821635722610756
Mobile,CMBSYD,3.1978438228438226,0.043706293706293704,0.05099067599067599,0.05827505827505827
Internet,CMBWUH,3.7037037037037037,0.19493177387914232,0,0
Internet,CNXHND,3.1275661393659204,0.07854618150594457,0.04998393368560109,0.03213252879788642
Mobile,CNXICN,1.7371601208459215,0.0755287009063444,0,0.0755287009063444
Internet,CNXICN,2.8172205438066453,0.10574018126888214,0.037764350453172196,0.037764350453172196
Mobile,CNXKIX,1.4285714285714286,0.09523809514285715,0.05714285714285715,0.038095238
Internet,CNXKIX,4.406593406571429,0.10439560428571429,0.038461538428571425,0.030219780142857144
Internet,CNXMEL,3.9507639751981887,0.057553422536806356,0.03527467825594564,0.046414050396376
Mobile,CNXMEL,3.1257078142695356,0.06795016987542468,0.022650056625141565,0.04530011325028313
Internet,CNXOOL,3.8648451050962596,0.07311094224235554,0.0516077238958097,0.04874062808607017
Mobile,CNXOOL,3.4428086070215174,0.06795016987542468,0.056625141562853906,0.056625141562853906
Internet,CNXPEK,3.524143302180685,0.06814641744548286,0.009735202492211837,0.04867601246105918
Internet,CNXPER,4.542599958007115,0.11251831690391452,0.10466820177935937,0.07588444626334516
Mobile,CNXPER,2.2700312734875436,0.05931198096085408,0.14019195498220635,0.09166397064056936
Internet,CNXPVG,1.6885553470919328,0.12507817373358351,0.031269543339587244,0
Internet,CNXSYD,2.540360873659675,0.08417508414918418,0.051800051748251766,0.0539583871794872
Mobile,CNXSYD,1.6317016317016317,0.07770007762237763,0.06475006468531468,0.051800051748251745
Internet,CNXTPE,2.538256645824413,0.12012325674518211,0.06267300342612425,0.09400950535331913
Mobile,CNXTPE,4.687128241541755,0.1665477038543897,0.04758505824411134,0.02379252912205567
Mobile,COKCTU,8.686440677966102,0.21186440677966104,0.0706214688559322,0.1412429377118644
Internet,COKCTU,9.276634382415255,0.18159806292372882,0.015133171822033898,0.030266343644067797
Internet,COKHGH,6.839250493096653,0.13313609467455637,0.024654832347140065,0.09368836291913224
Internet,COKICN,4.704359084894258,0.11221406978851958,0.004315925679758306,0.060422960725075504
Mobile,COKICN,2.983383685800604,0.0755287009063444,0,0.0377643504531722
Internet,COKKIX,5.457875457857143,0.10256410242857142,0.029304029285714288,0.05494505485714286
Mobile,COKKIX,2.4285714285714284,0.11904761900000001,0.07142857142857142,0.047619047571428576
Internet,COKMEL,4.843069315855067,0.0945911975084943,0.05001671540203879,0.09225881177802997
Mobile,COKMEL,5.47886504847112,0.11018946455266136,0.052033913816534536,0.09182455379388446
Internet,COKOOL,4.169534933635337,0.09252474110985283,0.03775009433748587,0.08068157417893548
Mobile,COKOOL,2.9020385050962627,0.08493771234428087,0.014156285390713477,0.08493771234428087
Internet,COKPER,5.321602741459118,0.1504766925266916,0.05766442597864815,0.10379596672597949
Mobile,COKPER,5.0457549567615665,0.13980681227758007,0.07625826120996441,0.11438739181494663
Internet,COKPUS,6.761453396524487,0.14218009478672988,0.047393364928909956,0.12638230647709323
Internet,COKSYD,4.257017492307717,0.09794127435897491,0.05435740722610754,0.08545376188811239
Mobile,COKSYD,3.1135531135198127,0.08658008648018646,0.05328005326340325,0.08991008986013983
Mobile,COKTPE,2.864025695931477,0.08029978586723767,0,0.08029978586723767
Internet,COKTPE,3.4447444370449674,0.10241132098501068,0.037240480299785855,0.06517084068522483
Internet,COKWUH,7.699805068226121,0.19493177387914232,0.09746588693957116,0.19493177387914232
Internet,CRKMEL,5.620045300113248,0.08493771234428082,0.018875047112117772,0.04718761789354472
Internet,CRKOOL,5.428784848471123,0.08915447814269539,0.024095804869762184,0.04096286828992074
Mobile,CRKOOL,3.2842582106455267,0,0,0
Internet,CRKSYD,6.730769230769231,0.10198135198135198,0.014568764568764568,0.043706293706293704
Internet,CSXPER,5.604982206405694,0.17793594306049823,0.17793594306049823,0.17793594306049823
Mobile,CTSDMK,0.7559650365628611,0.07365100530565173,0.045858173125720915,0.052806381199538684
Internet,CTSDMK,0.7136408208765833,0.08510123587081861,0.03499086343713943,0.03671880726643585
Internet,CTSDPS,1.184858970242214,0.06553423506343713,0.04456327981545559,0.0524273880046136
Mobile,CTSDPS,3.8446751249134947,0.07689350242214534,0.07689350242214534,0.07689350242214534
Internet,CTSHKT,1.7531718569780856,0.06920415224913495,0.011534025374855829,0.04036908881199539
Internet,CTSJHB,0.789637121799308,0.0887232720876586,0.05323396320645905,0.05323396320645905
Internet,CTSKBR,1.5570934256055364,0.11534025374855825,0.05767012687427912,0.08650519031141869
Internet,CTSKCH,1.351128686735871,0.09886307462514418,0.03295435813148789,0.05767012687427912
Internet,CTSKNO,0.9688581314878894,0.0461361014994233,0,0.02306805074971165
Mobile,CTSKNO,1.3264129181084199,0.05767012687427912,0,0
Internet,CTSLGK,0.6121905775086505,0.05323396320645905,0.04436163598615917,0.062106290426758935
Internet,CTSMEL,12.480181200453002,0.06795016987542468,0,0.04530011325028313
Internet,CTSMYY,0.9034986543252594,0.07689350242214534,0.03844675121107267,0.05767012687427912
Internet,CTSOOL,1.7553793884484712,0.0660626651189128,0.01887504711211778,0.0660626651189128
Mobile,CTSOOL,2.2650056625141564,0.11325028312570781,0.11325028312570781,0
Internet,CTSPEN,1.4327422145328716,0.0883073817762399,0.06127450980392156,0.07388985005767011
Internet,CTSPER,2.866205305651673,0.06920415224913495,0.023068050749711657,0.05190311418685122
Internet,CTSSGN,1.3648596693194925,0.07689350242214534,0.03844675121107267,0.08650519031141869
Internet,CTSSIN,1.0917824018454445,0.07268015986159172,0.03634007993079586,0.04898010772779702
Internet,CTSSUB,2.575932333679354,0.10572856585928489,0.07689350242214534,0.08650519031141869
Internet,CTSSYD,2.816224528950404,0.07689350242214534,0.03844675121107267,0.03844675121107267
Mobile,CTSSYD,0.9996155324106112,0.03844675121107267,0,0
Mobile,CTUDPS,1.2711864406779663,0.12462612161016949,0.049850448516949156,0.062313060805084745
Internet,CTUDPS,1.662091191101693,0.09847218898305071,0.02984005720338979,0.03879207436440673
Internet,CTUHKT,1.7323030906779664,0.056081754661016954,0.00623130593220339,0.031156530296610172
Internet,CTUIKA,1.840490797546012,0.06134969325153374,0,0.06134969325153374
Internet,CTUJHB,2.768361581779661,0.15536723156779664,0.04237288135593221,0.0706214688559322
Mobile,CTUJHB,3.495762711864407,0.21186440677966104,0,0
Internet,CTUKBV,1.8008474576271187,0.10593220338983052,0,0.035310734322033896
Mobile,CTUKCH,4.40677966101695,0.21186440677966104,0.1271186440677966,0.04237288135593221
Internet,CTUKCH,4.330508474576272,0.15254237288135594,0.06779661016949153,0.06779661016949153
Internet,CTUKNO,6.398305084745763,0.16949152542372883,0,0.08474576271186442
Mobile,CTUMAA,9.533898305084746,0.21186440677966104,0,0.10593220338983052
Internet,CTUMAA,7.044491525423729,0.21186440677966104,0,0
Internet,CTUMEL,3.8717440543601342,0.07432049830124572,0.021234428086070206,0.04246885617214041
Mobile,CTUMEL,1.9252548131370328,0,0,0
Internet,CTUMRU,1.6846361185983827,0,0,0.10107816711590296
Internet,CTUMYY,5.508474576271187,0.21186440677966104,0.05296610169491526,0.10593220338983052
Internet,CTUOOL,6.156697209852775,0.10295480283125708,0.020590960475651187,0.07206836194790488
Mobile,CTUPEN,1.6949152542372883,0.05778120169491526,0.038520801059322034,0.07704160233050848
Internet,CTUPEN,2.6969766375,0.11452130084745762,0.0629867154661017,0.07443884555084745
Internet,CTUPER,6.710726995373664,0.10167768167259784,0.025419420284697503,0.0762582612099644
Internet,CTUSBW,6.113801452754237,0.18159806292372882,0.030266343644067797,0.030266343644067797
Mobile,CTUSBW,8.474576271186441,0.21186440677966104,0,0
Internet,CTUSIN,3.9636299434322035,0.061793785169491536,0.017655367161016948,0.04413841800847458
Mobile,CTUSIN,1.3289676423728813,0.13482280423728815,0.11556240360169492,0.13482280423728815
Internet,CTUSUB,5.826271186440678,0.15889830508474578,0.10593220338983052,0.05296610169491526
Internet,CTUSYD,4.069541569463867,0.08255633251748248,0.024281274242424232,0.048562548484848464
Mobile,CTUSYD,2.6340326340326343,0.09324009324009325,0,0.023310023310023312
Internet,CTUTGG,1.759395725847458,0.07369196737288136,0.046057479661016955,0.10132645529661018
Internet,CTUTRZ,7.990314769915255,0.21186440677966104,0,0.030266343644067797
Mobile,CTUTWU,1.5889830508474576,0.10593220338983052,0,0.05296610169491526
Internet,CXRMEL,2.2650056625141564,0.11325028312570781,0,0.11325028312570781
